txt,name,source_link,doc_type,dictionary_type
  negro still hunts upon his own land _or upon the land of the man who,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"  wants corn and cotton raised_, with perfect indifference to the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  whole thing. Who was to enforce the law against him? Not the one,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  disgusted deputy with three big counties to patrol who depended for,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  his salary upon the fines collected from the negroes. It would take,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  one man to every three miles square to protect the game in the,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  South.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  The one effective way of dealing with the situation in Alabama was,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  to have legislated three dollar guns out of existence with a five,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"  dollar tax, adding to this nearly a like amount on dogs. Hardly a",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  sportsman in the South will disagree with this conclusion. But,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  sportsmen never had a majority vote either in the South or in the,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"  North, and the South's grave problem is yet unsolved.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  I do not favor depriving the black man of his natural human right to,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"  hunt and shoot. If he is the owner of land, or if he leases or rents",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"  it, or if he does not, he should have exactly the same privilege of",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"  hunting that the white man has. That is not the question now,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"  however, but how to restrict him to legal shooting, to make him",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"  amenable to the law that governs the white man, to deprive him of",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  the absolute license he now enjoys to kill throughout the year,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"  without mercy, without discrimination, without restraint. If only",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"  for selfish reasons, we of the North should reach to southern",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"  sportsmen a helping hand, for by and by the last of our migratory",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  song birds will go down into Dixie and never return.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
       *        *        *        *        *,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Mr. Askins has fairly stated a profoundly disturbing case. The remedy,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
must contain at least three ingredients. The sportsmen of the South must,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
stop the unjustifiable slaughter of their non-migratory game birds. As a,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"matter of comity between states, the gentlemen of the South must pass",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
laws to stop the killing of northern song-birds and all crop-protecting,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"birds, for food. Finally, all men, North and South, East and West, must",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
unite in the work that is necessary to secure the immediate enactment by,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Congress of a law for the federal protection of all migratory birds.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
       *        *        *        *        *,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
CHAPTER XIII,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
EXTERMINATION OF BIRDS FOR WOMEN'S HATS[D],Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"[Footnote D: In the preparation of this chapter and its illustrations, I",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"have had much valuable assistance from Mr. C. William Beebe, who",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
recently has probed the London feather trade almost to the bottom.],Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
It is high time for the whole civilized world to know that many of the,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
most beautiful and remarkable birds of the world are now being,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
_exterminated_ to furnish millinery ornaments for women's wear. The mass,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
of new information that we have recently secured on this traffic from,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"the headquarters of the feather trade is appalling. Previously, I had",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
not dreamed that conditions are half as bad as they are.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
It is entirely fitting that on this subject New York should send a,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
message to London. New York is almost a Spotless Town in plume-free,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"millinery, and London and Paris are the worst places in the world. We",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"have cleaned house. With but extremely slight exceptions, the blood of",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"the slaughtered innocents is no longer upon our skirts, and on the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
subject of plumage millinery we have a right to be just as Pharisaical,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
as we choose.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Here in New York (and also in New Jersey) no man may sell, own for sale",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
or offer for sale the plumage of any wild American bird other than a,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"game bird. More than that, the plumage of no foreign bird belonging to",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
any bird family represented in the fauna of North America can be sold,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"here! There are only a few kinds of improper ""millinery"" feathers that",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
it is possible to sell here under the law. Thanks to the long and,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"arduous campaign of the National Association of Audubon Societies,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"founded and for ten years directed by gallant William Dutcher, you now",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"see on the streets of New York very, very little wild-bird plumage save",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
that from game birds.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
It is true that a few servant girls are now wearing the cast-off,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
aigrettes of their mistresses; but they are only as one in a thousand.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
At Atlantic City there is said to be a fine display of servant-girl and,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"ladies-maid aigrettes. In New York and New Jersey, in Pennsylvania for",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
everything save the sale of heron and egret plumes (a privilege obtained,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"by a bunko game), in Massachusetts, and in many other of our States, the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"wild-birds'-plumage millinery business is dead. Two years ago, when the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"New York legislature refused to repeal the Dutcher law, the Millinery",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Association asserted, and brought a cloud of witnesses to Albany to",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"prove, that the enforcement of the law would throw thousands of",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
operatives out of employment.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
[Illustration: BEAUTIFUL AND CURIOUS BIRDS NOW BEING DESTROYED,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
FOR THE FEATHER TRADE--(I),Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Belted Kingfisher,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Victoria Crowned Pigeon,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Superb Calliste,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Greater Bird of Paradise,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Common Tern,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Cock of the Rock],Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
The law is in effect; and the aigrette business is dead in this state.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Have any operatives starved, or been thrown out of employment? We have",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
heard of none. They are now at work making very pretty hat ornaments of,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"silk and ribbons, and gauze and lace; and ""_They_ are wearing them.""",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
[Illustration: 1600 HUMMINGBIRD SKINS AT 2 CENTS EACH!,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Part of Lot Purchased by the Zoological Society at the Regular Quarterly,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"London Millinery Feather Sale, August, 1912.]",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"But even while these words are being written, there is one large fly in",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"the ointment. The store-window of E. &. S. Meyers, 688 Broadway, New",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"York, contains about _six hundred plumes and skins of birds of paradise",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
for sale for millinery purposes_. No wonder the great bird of paradise,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
is now almost extinct! Their sale here is possible because the Dutcher,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
law protects from the feather dealers only the birds that belong to,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
avian families represented in the United States. With fiendish cunning,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"and enterprise, the shameless feather dealers are ferreting out the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
birds whose skins and plumes may legally be imported into this country,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
